,Unnamed: 0,Timestamp,Age,Gender,Income, Occupation,Fav_Pub,WTS,Freq,Prim_Imp,Sec_Imp,Stratum,Lifestyle,Occasions
68,68,"2017/02/26 12:39:58 AM GMT+4,18,Male,0,Student,Pub 37,3500,rarely (once two week/or a month),Pricing,Environment,Urban,""Busy(student life, work)"",chem aycelum",,,,,,,,,,,,
69,69,"2017/02/26 12:48:24 AM GMT+4,18,Female,0,Student,Venue,3000,Several times in a month,Environment,Music,Capital,""Busy(student life, work)"",Hang outs with friends",,,,,,,,,,,,
70,70,"2017/02/26 12:49:34 AM GMT+4,17,Female,0,Student,Pepper,4000,Several times in a month,Music,Menu,Urban,""Busy(student life, work)"",Hang outs with friends",,,,,,,,,,,,
71,71,"2017/02/26 12:52:33 AM GMT+4,25,Male,400000,Working,Red bull,5000,Several times in a month,Environment,Pricing,Capital,""Busy(student life, work)"",Hang outs with friends",,,,,,,,,,,,
72,72,"2017/02/26 12:52:41 AM GMT+4,19,Female,0,Student,I don't like pubs,4000,rarely (once two week/or a month),Music,Pricing,Capital,""Busy(student life, work)"",Birthdays",,,,,,,,,,,,
73,73,"2017/02/26 12:59:39 AM GMT+4,19,Male,150000,Student + working,Station,5000,rarely (once two week/or a month),Environment,Pricing,Capital,""Busy(student life, work)"",Hang outs with friends",,,,,,,,,,,,
74,74,"2017/02/26 1:00:24 AM GMT+4,19,Male,200000,Student,Cantaloupe,5000,Several times a week,Music,Pricing,Urban,""Rock, punk"",Hang outs with friends",,,,,,,,,,,,
75,75,"2017/02/26 1:05:21 AM GMT+4,18,Male,200000,Student + working,Irish,5000,Several times in a month,Music,Environment,Capital,""Rock, punk"",Hang outs with friends",,,,,,,,,,,,
76,76,2017/02/26 1:15:32 AM GMT+4,19.0,Female,80000.0,Student + working,Irish,1500.0,Several times in a month,Pricing,Environment,Capital,Adventure/traveling/exploring,Hang outs with friends
77,77,"2017/02/26 1:33:20 AM GMT+4,18,Female,270000,Student,I don't like pubs,0,rarely (once two week/or a month),Environment,Pricing,Urban,""Busy(student life, work)"",Nowere",,,,,,,,,,,,
78,78,2017/02/26 1:44:06 AM GMT+4,18.0,Female,0.0,Student,Venue,5000.0,Several times in a month,Environment,Menu,Urban,Adventure/traveling/exploring,Hang outs with friends
79,79,2017/02/26 2:09:48 AM GMT+4,19.0,Female,0.0,Student,I don't like pubs,0.0,rarely (once two week/or a month),Pricing,Environment,Capital,Art,Hang outs with friends
80,80,2017/02/26 2:10:44 AM GMT+4,18.0,Female,80000.0,Student + working,Varonna,3000.0,Several times a week,Music,Environment,Capital,Adventure/traveling/exploring,Hang outs with friends
81,81,"2017/02/26 2:15:26 AM GMT+4,25,Male,240000,Working,Barcode,2000,Several times in a month,Environment,Music,Capital,""Busy(student life, work)"",Hang outs with friends",,,,,,,,,,,,
82,82,"2017/02/26 2:35:37 AM GMT+4,19,Male,0,Student,Irish,5000,rarely (once two week/or a month),Environment,Menu,Capital,""Busy(student life, work)"",Hang outs with friends",,,,,,,,,,,,
83,83,2017/02/26 2:39:15 AM GMT+4,18.0,Male,250000.0,Student + working,Hemingway,5000.0,Several times in a month,Environment,Pricing,Capital,Adventure/traveling/exploring,Hang outs with friends
84,84,"2017/02/26 2:47:40 AM GMT+4,19,Female,100000,Student,Cantaloupe,3000,Several times a week,Pricing,Music,Capital,""Busy(student life, work)"",Hang outs with friends",,,,,,,,,,,,
85,85,"2017/02/26 3:22:50 AM GMT+4,19,Female,0,Student,Paparazzi ,NA,rarely (once two week/or a month),Environment,Music,Capital,""Busy(student life, work)"",Hang outs with friends",,,,,,,,,,,,
86,86,2017/02/26 5:10:25 AM GMT+4,22.0,Male,100000.0,Student,Calumet,5000.0,Several times a week,Environment,Music,Capital,Nightlife,Hang outs with friends
87,87,"2017/02/26 9:22:21 AM GMT+4,19,Male,50000,Student,Pepper,2500,Several times in a month,Environment,Menu,Urban,""Busy(student life, work)"",NA",,,,,,,,,,,,
88,88,"2017/02/26 9:56:24 AM GMT+4,23,Female,140000,Working,Pechenu bagher,3000,rarely (once two week/or a month),Music,Environment,Capital,""Busy(student life, work)"",Hang outs with friends",,,,,,,,,,,,
89,89,2017/02/26 10:12:36 AM GMT+4,21.0,Female,180000.0,Student + working,Hemingway,3000.0,Several times in a month,Environment,Music,Capital,Adventure/traveling/exploring,Hang outs with friends
90,90,"2017/02/26 10:21:38 AM GMT+4,18,Male,150000,Student,Dargett,10000,Several times in a month,Environment,Menu,Urban,""Busy(student life, work)"",Hang outs with friends",,,,,,,,,,,,
91,91,"2017/02/26 10:48:32 AM GMT+4,21,Female,60000,Student + working,DAS,5000,rarely (once two week/or a month),Environment,Music,Capital,""Busy(student life, work)"",Special events/parties",,,,,,,,,,,,
92,92,"2017/02/26 11:00:04 AM GMT+4,17,Male,50000,Student,Pub 007,4000,rarely (once two week/or a month),Environment,Pricing,Urban,""Busy(student life, work)"",Hang outs with friends",,,,,,,,,,,,
93,93,"2017/02/26 11:10:04 AM GMT+4,20,Female,400,Student + working,Pub 37,5000,rarely (once two week/or a month),Environment,Pricing,Capital,""Busy(student life, work)"",Hang outs with friends",,,,,,,,,,,,
94,94,"2017/02/26 11:14:33 AM GMT+4,23,Female,700000,Working,NA,5000,rarely (once two week/or a month),Environment,Menu,Capital,""Busy(student life, work)"",Hang outs with friends",,,,,,,,,,,,
